transaction_id,amount,status,settlement_date
BL7879569062,31701.05,successful,2025-02-26
BL6801086348,18043.93,failed,2025-09-03
BL2714157575,874.21,successful,2024-08-26
BL2948334788,9550.26,successful,2025-08-23
BL8193355081,823.92,failed,2025-11-07
BL1104505401,20982.09,successful,2024-03-15
BL1585776088,29580.55,successful,2024-12-14
BL9499400023,32622.55,successful,2025-10-31
BL7312797128,28075.15,failed,2025-12-24
BL4846152239,20539.8,successful,2025-10-07
BL9560713602,37429.79,failed,2025-10-10
BL4479702962,48347.97,failed,2024-08-30
BL9059774957,44158.72,failed,2024-05-31
BL8942844519,28179.31,successful,2024-11-23
BL4236891295,45299.28,successful,2024-10-23
BL0567955180,49634.29,successful,2025-07-06
BL9412956258,40122.63,successful,2025-07-05
BL6824172720,41585.11,failed,2025-08-26
BL2739564956,34476.83,successful,2024-10-05
BL4309273073,39394.6,successful,2024-05-25
BL6333602375,12013.18,successful,2025-07-28
BL7909555990,42308.34,successful,2025-04-18
BL5823595337,30383.44,successful,2024-12-10
BL1740692731,6859.51,successful,2024-01-27
BL6020717392,7041.42,successful,2024-12-17
BL6108472746,46131.55,successful,2025-07-25
BL7812938064,19487.84,failed,2025-12-29
BL4852319442,9125.57,successful,2024-01-26
BL6432203061,36463.84,successful,2024-01-17
BL3729747565,4932.67,pending,2024-02-11
BL2628221562,39391.53,successful,2024-11-03
BL2680164586,34088.08,successful,2024-08-04
BL9133902685,9148.59,successful,2024-01-18
BL6556658663,41589.36,successful,2025-07-11
BL9432005979,27278.7,successful,2025-12-30
BL5859128115,49338.6,failed,2025-07-30
BL4187096658,28982.6,successful,2025-11-19
BL7257487171,4073.1,successful,2025-06-14
BL0573582842,19522.01,failed,2024-07-18
BL4173969391,7603.41,successful,2025-12-04
BL1864395619,12533.02,pending,2024-09-12
BL3062622952,25847.75,successful,2025-03-01
BL4105720635,20908.25,successful,2025-08-11
BL6573842067,37451.81,successful,2025-06-23
BL3207886284,14953.35,successful,2025-08-04
BL2369453785,3623.63,successful,2025-05-25
BL0085901365,9559.81,successful,2024-10-11
BL6868614970,30454.01,successful,2025-03-31
BL3797887379,14136.72,successful,2024-05-14
BL3392738613,33807.97,successful,2024-07-20
BL6333725684,45759.85,failed,2024-10-05
BL7015942898,9801.13,failed,2024-08-07
BL1625423891,21106.72,successful,2024-03-26
BL8580410604,27562.6,successful,2024-03-12
BL6612901010,26294.28,successful,2024-03-26
BL3612002982,13177.75,successful,2024-03-21
BL3698057222,48084.72,failed,2025-03-17
BL5226586744,13063.46,successful,2025-09-04
BL1824200977,27380.07,successful,2024-03-31
BL3506359097,17151.2,successful,2025-04-20
BL9800239871,28673.59,successful,2024-07-19
BL4533814681,17068.55,successful,2024-06-05
BL7432326325,26135.82,successful,2024-08-15
BL2898346264,41838.05,successful,2025-07-11
BL4606674907,29813.51,successful,2025-09-29
BL6760678324,44145.98,successful,2025-01-01
BL3584649250,21695.05,successful,2024-03-26
BL5908386029,22452.49,failed,2024-10-16
BL1629991829,6450.44,successful,2024-12-01
BL7185990496,37251.35,successful,2025-12-22
BL3757220971,43331.74,failed,2025-01-15
BL6179904481,9149.71,successful,2024-01-25
BL6718468786,13414.15,successful,2025-04-04
BL4884317868,43356.08,successful,2024-03-13
BL2526800724,119.89,successful,2025-12-30
BL1801358860,14513.05,successful,2024-12-21
BL0214616679,37895.91,successful,2024-07-12
BL7841312689,43294.3,successful,2024-07-15
BL9391606345,29099.44,successful,2024-09-23
BL3128986388,41255.05,successful,2025-11-06
BL1653892028,45581.53,successful,2024-02-26
BL8594916623,15287.03,successful,2024-03-27
BL5775051490,37710.58,successful,2025-12-23
BL0794680699,9484.69,successful,2024-03-28
BL6169413586,15299.93,successful,2024-10-07
BL7806783553,31594.07,successful,2025-04-14
BL4278714684,46668.73,successful,2024-06-01
BL8378459692,41136.61,successful,2025-05-15
BL3051200310,27425.41,successful,2024-02-18
BL3094083526,12092.8,successful,2025-01-31
BL1688144891,42230.18,failed,2025-03-09
BL4797515670,18840.36,successful,2024-09-11
BL4005221104,21558.36,failed,2025-01-02
BL5895090915,40534.09,failed,2025-07-10
BL1001342955,28365.16,successful,2025-12-17
BL8215321462,19445.34,successful,2025-12-09
BL4054747623,46728.23,successful,2024-08-03
BL6410249409,17968.12,successful,2024-06-25
BL6590038509,17324.89,successful,2024-09-09
BL6189337770,4849.18,successful,2024-05-12
BL2507509441,21374.17,successful,2025-05-20
BL0380748565,9796.17,successful,2025-06-07
BL4428276751,14199.17,failed,2024-12-28
BL5481119554,5855.59,successful,2024-02-14
BL3523499118,46645.73,failed,2024-10-25
BL8648718022,24901.54,successful,2024-04-15
BL9291442005,143.99,successful,2024-09-20
BL4105934158,37934.05,successful,2024-06-28
BL3562421765,47455.35,successful,2025-04-01
BL1153175422,27957.39,successful,2024-05-16
BL3999861864,31706.84,successful,2025-10-31
BL3868777398,36962.92,failed,2025-10-25
BL0898924130,13674.38,successful,2024-02-02
BL4410556079,38671.12,failed,2024-11-06
BL5133698444,29617.77,successful,2025-08-20
BL0183043387,38854.91,successful,2025-07-19
BL7942736537,18727.25,failed,2025-03-08
BL0211115419,38871.34,successful,2024-12-14
BL2851630679,47188.54,successful,2025-09-20
BL8557832299,46225.72,successful,2024-04-04
BL7750757700,12439.94,successful,2025-06-13
BL7237814487,33761.61,successful,2025-05-03
BL6159344905,20065.63,successful,2025-12-29
BL6939824413,49628.43,successful,2024-03-26
BL1696040367,35857.04,successful,2025-08-05
BL2271297166,29522.01,successful,2025-01-16
BL4378975334,12391.41,successful,2025-09-09
BL0316554977,20095.53,successful,2024-07-23
BL6194921641,13645.62,successful,2025-09-25
BL9135952691,42137.43,successful,2025-08-31
BL6434330736,2855.91,successful,2024-09-21
BL2033993771,38627.15,successful,2024-06-28
BL5705926554,30391.39,successful,2024-06-12
BL2466982800,17004.4,successful,2025-04-22
BL7605074770,39596.03,successful,2024-02-18
BL0679609756,29939.93,successful,2024-08-05
BL8683880004,44444.88,successful,2025-04-24
BL1098761542,41790.51,failed,2024-09-12
BL8005276287,21993.51,successful,2024-03-18
BL4426022248,23742.04,successful,2025-11-02
BL2510685196,34973.04,successful,2025-08-01
BL2924070837,11682.57,failed,2024-05-16
BL1660982553,11678.03,successful,2024-08-09
BL6508840162,13548.63,successful,2025-06-05
BL9479976108,12950.08,successful,2024-10-28
BL6993150335,45806.58,successful,2024-03-28
BL9186339249,5864.86,successful,2024-03-07
BL0643408454,37524.23,successful,2024-09-03
BL3836153058,20614.68,successful,2024-02-25
BL1102665588,18290.06,successful,2024-06-25
BL2648067770,43434.92,successful,2025-01-29
BL1436800465,31635.53,successful,2024-09-11
BL9282963667,42321.82,successful,2024-07-15
BL0418981896,32263.15,successful,2025-09-03
BL9523685956,29940.95,successful,2025-06-12
BL7201193715,43947.58,failed,2025-03-16
BL2802216001,29563.42,successful,2024-10-27
BL7779557920,30016.69,successful,2025-07-04
BL7724264729,39546.57,successful,2024-02-17
BL7590729103,28774.85,successful,2024-11-20
BL2378681715,44985.28,successful,2025-06-28
BL9468771684,22623.46,successful,2025-07-26
BL6302275734,35124.99,failed,2025-11-23
BL5745266258,29409.38,failed,2025-01-10
BL8667739208,23524.65,successful,2025-12-04
BL0800363938,42489.21,successful,2024-10-14
BL6450667834,38855.91,successful,2025-11-21
BL8966519974,20561.31,successful,2024-04-05
BL4118571527,17248.46,successful,2024-02-28
BL0498331652,15742.54,successful,2024-04-16
BL0052546390,7861.35,successful,2024-02-19
BL5301392637,47263.15,successful,2025-06-09
BL8687526454,18235.91,successful,2024-12-13
BL0062298186,381.13,successful,2025-05-26
BL0962787899,27790.78,failed,2024-08-18
BL6333704951,20075.17,successful,2024-07-14
BL7213955039,47953.13,successful,2025-07-14
BL7418821991,41607.21,failed,2024-12-11
BL7163655476,14341.06,successful,2025-02-02
BL3010739238,4426.01,successful,2025-03-29
BL4915291194,1809.26,successful,2025-07-11
BL2723731811,47497.26,failed,2025-01-28
BL1523728199,34021.5,successful,2025-11-08
BL0136374553,8649.33,successful,2025-12-09
BL2716672059,41679.62,successful,2024-11-16
BL0520273478,13667.8,successful,2024-02-01
BL1102996407,38693.14,failed,2024-09-01
BL7553747556,7344.54,successful,2024-02-19
BL5911277378,49477.01,failed,2025-02-03
BL3580560691,46906.82,failed,2024-05-30
BL5773860616,8898.71,successful,2025-08-24
BL9523963532,38349.25,successful,2025-01-27
BL6047960498,12193.87,successful,2025-05-12
BL9498257487,29405.48,successful,2025-11-26
BL5905323782,48986.48,successful,2025-12-11
BL4752442782,10764.44,successful,2024-04-04
BL2142940253,44698.16,failed,2024-09-05
BL0331586727,35893.17,successful,2025-10-19
BL8663982907,15945.08,successful,2024-05-29
BL1882730578,20385.81,successful,2025-11-21
BL1469553091,15147.01,successful,2024-09-12
BL0205652643,5080.06,successful,2024-09-17
BL3953232443,29004.2,successful,2024-08-28
BL7864136015,37864.9,failed,2024-04-03
BL3556534387,29317.42,successful,2024-10-10
BL2091098699,6767.86,successful,2025-03-23
BL5389806047,39100.16,failed,2024-05-27
BL7239997395,19697.34,successful,2025-03-22
BL6691438837,28095.98,successful,2025-01-03
BL7155534744,33566.49,successful,2025-12-25
BL3113602578,48550.5,successful,2025-05-23
BL8790070425,7072.47,successful,2024-06-05
BL3008129433,5251.94,successful,2025-06-22
BL1191184689,3874.44,successful,2025-11-02
BL9156032704,32624.01,successful,2024-05-31
BL5433581560,11533.55,successful,2025-05-21
BL7231788387,33456.91,successful,2025-02-25
BL7896697794,3664.97,successful,2024-05-28
BL0474394742,10488.56,successful,2025-04-08
BL6982466572,23497.3,failed,2024-01-29
BL1015383532,26169.36,successful,2024-08-19
BL4083655152,30576.89,failed,2024-12-09
BL1483167352,25972.26,successful,2025-10-29
BL0981062569,30635.31,successful,2025-09-04
BL2409304526,17135.91,failed,2025-01-07
BL3085088933,29320.44,successful,2024-05-02
BL2726347632,29520.05,successful,2025-04-12
BL4241602812,22545.42,successful,2025-09-30
BL4821514806,45184.59,pending,2024-03-27
BL7923035526,25944.14,successful,2025-10-28
BL7696006780,30101.49,successful,2024-06-09
BL8011408732,5594.24,successful,2024-12-04
BL1443225185,25515.98,successful,2025-11-30
BL5697553569,47465.44,failed,2025-12-12
BL4409964162,37125.88,successful,2024-07-08
BL8689030787,23706.78,successful,2025-11-01
BL4798376998,8148.0,successful,2024-09-14
BL5080640258,41689.74,successful,2024-11-19
BL3149564984,19482.08,successful,2024-07-03
BL2456670358,14673.84,pending,2025-05-18
BL3766503571,43198.44,successful,2025-02-15
BL0303204759,773.42,successful,2024-06-11
BL6664252792,20222.36,successful,2024-04-08
BL2130439235,6921.45,successful,2024-05-01
BL8518409236,9216.22,successful,2024-01-02
BL9828271462,26220.76,successful,2024-12-31
BL1856908347,18135.93,successful,2025-07-14
BL4652712871,3389.21,successful,2025-12-18
BL3493916983,26011.16,successful,2025-04-22
BL9259478083,4680.97,failed,2024-08-29
BL8798828819,49662.63,successful,2025-01-26
BL2591061692,24795.79,successful,2025-12-25
BL8849735776,33470.9,successful,2024-02-17
BL2792739875,18772.27,successful,2025-01-24
BL5981158319,3882.29,successful,2024-10-14
BL1151072394,11421.24,successful,2025-08-30
BL1404738165,40267.07,successful,2024-09-04
BL5456372871,42165.85,successful,2025-11-05
BL8953563374,40844.07,successful,2024-06-18
BL2964437838,11093.39,successful,2025-07-25
BL4582560672,47038.62,successful,2025-08-25
BL7870104236,2528.61,failed,2025-01-10
BL6947073639,18202.99,successful,2024-04-02
BL2305546091,2233.09,successful,2024-07-08
BL6371256240,7190.0,successful,2024-02-18
BL0123022092,15471.96,failed,2025-12-01
BL5820681568,8091.44,successful,2024-05-31
BL3197916977,23328.75,successful,2025-11-13
BL1206665290,262.77,successful,2025-05-05
BL9616995174,46079.84,successful,2024-10-04
BL7613881864,49405.55,successful,2025-09-18
BL6018795688,28373.23,successful,2024-02-26
BL2944612916,24848.16,successful,2024-10-09
BL3217629095,40967.91,successful,2024-11-24
BL1416489941,34372.3,pending,2024-02-20
BL5620496280,6750.3,successful,2025-04-07
BL5541978790,30981.44,successful,2024-08-15
BL2348598024,11122.27,successful,2025-03-17
BL8382090028,20612.7,successful,2025-06-01
BL1182013655,22425.12,successful,2025-05-07
BL9559476366,10588.87,successful,2024-08-11
BL7162853391,10612.93,failed,2024-03-10
BL3987043828,15428.27,successful,2024-12-01
BL9421434781,27505.94,successful,2025-03-12
BL0630101090,48022.61,successful,2024-11-01
BL1690024840,49363.54,successful,2024-09-11
BL0173053018,13014.4,successful,2024-10-07
BL4098280303,32421.51,successful,2025-06-29
BL4009231926,19216.08,successful,2025-01-18
BL0658575828,9552.27,successful,2024-05-17
BL4432520671,8294.41,successful,2024-10-29
BL2707916808,16893.0,successful,2024-03-27
BL2474612949,14410.15,successful,2024-01-02
BL3920367351,16320.71,failed,2025-02-01
BL9518252283,10659.46,failed,2025-08-09
BL5930102131,38010.36,successful,2024-05-25
BL8913997974,17149.54,pending,2025-12-18
BL1942540078,24653.5,successful,2024-02-24
BL8727080088,36524.33,pending,2024-02-18
BL9187539556,25134.34,successful,2024-10-31
BL8227462501,7418.97,successful,2024-01-06
BL1763816112,12530.45,successful,2025-03-22
BL1051784407,28064.5,successful,2025-02-11
BL0754797272,39272.56,successful,2025-12-30
BL2594786735,6997.09,successful,2024-12-07
BL8085816420,32917.98,successful,2024-10-08
BL9790107943,32977.01,successful,2025-09-28
BL6313113645,13223.2,successful,2024-10-06
BL0859459091,15270.17,successful,2025-10-01
BL9129686418,15748.34,successful,2024-02-25
BL5512711703,34502.27,successful,2025-10-26
BL2696601371,24296.44,successful,2024-11-18
BL4799134480,12795.27,successful,2025-06-04
BL1390654467,26012.52,successful,2024-01-30
BL7233369862,1968.19,successful,2025-08-25
BL4623327572,4234.45,successful,2025-05-10
BL7324447549,31779.21,successful,2025-08-28
BL0625872038,22821.62,successful,2025-10-18
BL3870607622,49220.22,successful,2025-08-14
BL4376281807,27471.6,failed,2024-04-04
BL4243400799,26300.56,successful,2025-11-12
BL0065530470,16574.97,successful,2025-08-07
BL8259053518,8826.28,successful,2024-10-14
BL8728288597,7712.1,successful,2024-10-09
BL5955635999,2518.74,successful,2024-05-05
BL2854037942,2053.68,successful,2025-05-26
BL1752391217,38155.5,failed,2024-10-23
BL8480130020,15297.53,failed,2024-10-29
BL8234697346,21601.64,successful,2024-01-03
BL8988629130,41113.3,failed,2025-01-04
BL4152690088,7441.11,failed,2024-04-09
BL3074276578,20111.32,failed,2024-07-18
BL1831283745,11637.84,successful,2025-08-24
BL5990920798,37534.61,successful,2025-08-29
BL1041285147,3889.86,failed,2024-12-30
BL9940220224,6602.55,successful,2024-04-29
BL1380665932,24059.56,failed,2024-11-23
BL8832927282,43012.08,failed,2025-09-01
BL9354620538,26712.66,successful,2024-05-21
BL9473396044,16832.04,successful,2025-06-27
BL1347569425,1897.15,failed,2024-10-19
BL4996413619,559.47,successful,2024-05-23
BL2770404663,31017.3,successful,2024-12-24
BL1747264435,8729.82,successful,2025-07-07
BL8182102286,39434.68,successful,2024-11-25
BL7375213186,17347.4,successful,2025-11-11
BL0669224847,48433.76,successful,2024-12-08
BL5978394959,7007.69,successful,2025-04-11
BL7178705579,11906.45,successful,2024-12-17
BL9748506921,39642.59,successful,2024-07-24
BL6854491960,6732.65,successful,2025-04-25
BL6727442325,42030.12,successful,2025-09-30
BL6943377130,7331.48,successful,2025-09-01
BL0992643581,29214.81,successful,2024-12-25
BL6135156947,32636.09,failed,2024-09-17
BL1807094528,7272.17,failed,2024-07-09
BL4327669284,41353.72,failed,2025-03-03
BL0992123607,8939.72,successful,2025-03-17
BL3176729230,45603.19,successful,2025-10-04
BL3842448717,10195.81,successful,2024-12-23
BL6335261705,13212.54,failed,2025-08-21
BL6572902606,14486.44,successful,2024-12-13
BL1967380622,1878.45,successful,2024-08-28
BL5349805035,26582.5,successful,2024-05-13
BL5328066907,16614.93,successful,2024-03-15
BL8024644699,20425.09,successful,2025-01-05
BL2887688860,46255.81,successful,2025-01-14
BL1931852633,5606.49,pending,2025-11-06
BL8986747800,17552.43,successful,2024-09-08
BL7098947051,27996.26,successful,2025-11-10
BL0759960397,17028.82,successful,2025-10-16
BL6346955408,44361.69,successful,2025-03-25
BL0102583232,13493.89,successful,2025-10-21
BL4984554038,15287.28,successful,2025-03-23
BL5115078674,15381.51,successful,2025-12-15
BL9566981825,41036.46,successful,2024-10-19
BL5405226858,40364.5,successful,2025-11-30
BL1806277569,15700.91,successful,2025-10-06
BL8828300169,42235.77,successful,2025-05-30
BL6267940409,42334.09,failed,2024-11-24
BL4630081994,20452.46,failed,2024-03-24
BL6832733234,5858.31,successful,2025-12-24
BL2022388612,9564.99,successful,2024-11-15
BL7982172948,23267.31,successful,2025-04-02
BL2726949371,33489.37,successful,2024-05-02
BL6177705951,39285.9,successful,2024-04-09
BL3815726458,32211.7,successful,2025-07-24
BL7948662194,20415.43,successful,2025-08-18
BL3918116814,38580.54,successful,2024-02-03
BL6497653088,34351.67,successful,2024-03-19
BL7058729198,24619.98,successful,2025-02-07
BL2055698565,17967.95,successful,2024-03-01
BL4059259940,27068.92,successful,2024-11-01
BL9038720250,39754.6,successful,2025-07-30
BL5785925331,11991.3,failed,2025-06-30
BL8871229000,34588.3,successful,2025-06-19
BL9193645333,4985.88,failed,2025-01-25
BL7630050414,48050.11,successful,2025-07-11
BL0823898691,11233.88,successful,2024-04-27
BL3474039678,22920.1,successful,2024-11-26
BL7368391394,13656.32,successful,2024-07-10
BL6118767125,21635.8,successful,2025-05-01
BL3863911827,29656.86,successful,2025-04-28
BL9731785374,37511.76,failed,2024-02-14
BL0136547578,13769.57,successful,2024-08-16
BL2610332848,47436.69,successful,2024-09-16
BL2253592230,24996.13,successful,2024-12-23
BL3773565458,14096.78,successful,2025-03-06
BL1211461436,45891.11,successful,2024-09-12
BL7676678921,27964.91,successful,2025-12-08
BL1468332693,45753.96,successful,2024-08-10
BL5944849444,15744.26,successful,2024-11-15
BL0494437567,28521.04,successful,2025-04-05
BL1307114931,3105.2,successful,2024-09-24
BL9563049298,47776.28,successful,2024-06-04
BL4919781763,39954.12,failed,2025-10-13
BL5951156933,14263.55,successful,2025-12-18
BL7911143586,5950.13,successful,2024-03-01
BL9222714098,35507.31,successful,2024-02-12
BL0513493412,35991.64,successful,2025-07-07
BL2753789671,35905.37,successful,2024-02-12
BL8788925913,45335.43,successful,2025-06-06
BL9542018602,19055.88,successful,2024-10-30
BL9118829418,43104.76,successful,2024-11-06
BL2150944123,33595.32,successful,2025-11-08
BL8419115388,34226.3,successful,2024-02-08
BL0815551610,22519.93,failed,2025-11-01
BL2643175781,26071.34,failed,2025-03-08
BL8646636976,3879.57,successful,2024-06-14
BL5734358757,23472.36,successful,2024-05-05
BL1286763207,14363.34,pending,2024-04-26
BL9785991970,35372.58,successful,2024-09-06
BL7783581856,44839.8,pending,2024-08-07
BL7468996189,41638.09,successful,2025-07-12
BL0045469055,39138.53,successful,2024-06-01
BL1289525430,35217.1,successful,2025-08-21
BL6675363560,37928.1,successful,2024-08-15
BL4362559868,46959.61,successful,2024-12-31
BL5479820346,48483.84,successful,2025-04-18
BL0898770750,32807.87,successful,2025-04-09
BL9497234388,41214.34,successful,2025-10-01
BL9392169450,34922.78,successful,2025-07-12
BL5819677374,37150.33,successful,2025-05-07
BL7001633417,32166.93,successful,2024-07-25
BL6766638651,41121.81,successful,2024-06-01
BL1699227769,44160.65,pending,2025-05-20
BL8368334156,20630.73,successful,2024-08-26
BL6112169191,3028.69,successful,2025-12-27
BL7443441942,45910.81,successful,2025-06-24
BL2512898285,30120.48,successful,2024-05-14
BL1903676866,21360.02,successful,2024-08-21
BL8783328272,5009.82,failed,2025-04-29
BL1671096952,42973.56,successful,2024-02-11
BL7563924083,46788.95,successful,2025-07-20
BL5857239311,6998.58,successful,2024-08-17
BL6532584129,14334.16,successful,2024-07-11
BL8618776109,15974.08,successful,2025-04-09
BL1225965295,39273.87,successful,2024-02-27
BL7360695275,31190.68,successful,2025-05-17
BL0448514790,19972.2,successful,2024-10-26
BL8959076453,18643.98,failed,2025-04-13
BL6899674473,24450.73,pending,2024-07-18
BL1094106664,44527.8,successful,2024-12-08
BL0822922709,48785.3,successful,2024-07-18
BL5660536687,15073.82,successful,2025-09-23
BL7221847933,49943.64,successful,2025-07-25
BL5478140187,25659.91,successful,2025-02-22
BL4906172609,30401.01,successful,2025-08-20
BL9636352554,26500.9,successful,2024-07-11
BL2029559338,35710.4,successful,2025-06-26
BL8318028243,38307.58,successful,2024-12-22
BL3604937440,2017.34,successful,2025-05-02
BL6845609979,41627.47,successful,2025-06-12
BL8995932652,45157.71,failed,2025-06-14
BL6196722263,19299.87,failed,2024-10-20
BL3521892758,1731.97,successful,2025-06-12
BL7123211127,42137.25,successful,2024-08-10
BL2079270396,27627.94,failed,2024-03-21
BL4186649716,48449.97,successful,2024-06-23
BL9121723826,24307.12,successful,2025-02-26
BL1942616738,31599.0,successful,2024-03-20
BL9448784429,48783.49,successful,2024-10-27
BL4554255524,15193.36,successful,2025-05-08
BL1756119736,49079.85,successful,2024-08-23
BL2911444370,15398.09,successful,2025-05-04
BL3178134206,18115.34,failed,2025-11-12
BL5086579366,23662.37,successful,2024-11-01
BL1053989099,1527.52,successful,2025-06-26
BL2012180247,48215.74,successful,2024-01-23
BL5444639892,42540.84,successful,2025-04-17
BL2721127769,9484.15,successful,2025-12-28
BL7230198530,42427.5,successful,2024-11-28
BL5984177391,23718.0,successful,2024-05-09
BL8425760708,46372.84,successful,2024-02-02
BL4718663347,42282.15,failed,2024-08-29
BL5030829807,2347.27,successful,2025-09-14
BL3327254421,22287.05,successful,2024-01-22
BL4433350803,45502.07,successful,2024-06-27
BL3274010574,39367.75,successful,2025-10-25
BL7918857216,12967.07,successful,2024-08-09
BL8840849223,1902.16,successful,2024-02-22
BL9247486275,16191.8,successful,2025-04-16
BL9657108620,7036.57,successful,2025-03-06
BL3032603176,31180.46,successful,2024-03-03
BL6474122592,9680.03,failed,2025-05-14
BL1027943988,5367.7,successful,2024-08-24
BL2578066489,1537.4,successful,2025-04-07
BL1375267776,40858.95,successful,2024-06-13
BL6378953583,43417.12,successful,2024-03-10
BL7383892776,4863.89,successful,2025-08-24
BL6370363319,15379.86,successful,2024-01-01
BL6074012182,30306.27,successful,2024-11-05
BL6423782567,999.64,pending,2024-09-04
BL3979209516,48198.9,successful,2024-08-07
BL2625082665,203.4,successful,2024-02-04
BL0315698540,17394.45,successful,2025-10-11
BL4450324553,37169.86,successful,2025-05-22
BL6733995283,46679.38,successful,2025-02-28
BL4107342507,46281.29,successful,2025-11-24
BL6545271094,10617.08,successful,2024-05-18
BL1220533424,25037.76,successful,2025-06-14
BL0345915201,49855.36,successful,2025-11-03
BL0591254598,43537.41,successful,2024-10-06
BL8717829099,15082.6,successful,2024-01-08
BL9044483952,9152.87,successful,2025-05-23
BL2919713357,37439.66,successful,2024-01-24
BL9469331445,49055.23,successful,2025-11-18
BL9008704873,13907.5,successful,2025-11-23
BL4926677867,21253.48,successful,2024-11-13
BL6851331268,7228.68,successful,2025-03-02
BL5789215142,31134.67,successful,2024-11-04
BL3393165893,8801.04,successful,2024-10-23
BL2674534811,39885.89,successful,2025-08-25
BL0355151990,49286.29,successful,2024-04-05
BL5840157108,5514.0,successful,2024-09-06
BL1234353567,33735.55,successful,2024-10-28
BL6163680794,15403.29,successful,2025-06-03
BL2663627202,41698.45,successful,2025-07-18
BL1800848155,38986.33,successful,2024-05-11
BL6911621045,34204.48,pending,2025-04-30
BL4499858246,19075.49,successful,2024-07-23
BL5512808080,9004.54,successful,2024-07-31
BL9158896143,20196.75,successful,2024-04-12
BL3181265336,43612.92,successful,2024-08-11
BL5682709522,6751.26,successful,2025-08-29
BL2787030649,48580.28,successful,2024-11-09
BL2991275494,4721.08,successful,2025-11-04
BL9104620699,33637.26,successful,2024-03-08
BL9835717500,27633.25,failed,2025-09-15
BL6795295172,17785.78,successful,2025-12-12
BL7915092084,49382.46,successful,2025-08-29
BL2687005556,5038.6,successful,2024-06-29
BL2134833794,20758.97,successful,2025-11-01
BL4239132717,38405.93,successful,2025-02-11
BL9629054631,26040.57,successful,2025-01-11
BL3645614015,43757.0,successful,2024-02-29
BL4415159924,44658.83,failed,2025-08-09
BL9450951734,22841.21,successful,2025-01-28
BL3995973220,38770.49,successful,2024-05-01
BL9651302745,1746.72,successful,2024-08-12
BL4139027812,48148.01,failed,2024-02-11
BL1423790613,39973.4,successful,2024-02-28
BL7731793334,19439.19,successful,2024-10-31
BL1451843683,7337.6,successful,2024-12-26
BL7906720109,11649.35,successful,2024-11-10
BL9237754700,14651.42,successful,2025-05-23
BL2059001486,24895.59,successful,2024-06-20
BL2134182631,8866.71,successful,2024-08-30
BL0206684786,15579.39,successful,2024-05-21
BL1442869052,7338.59,successful,2025-12-12
BL6499619040,41828.8,successful,2025-10-24
BL6354492339,15963.34,successful,2024-12-15
BL9329962902,28928.23,successful,2024-07-24
BL1472337237,18258.41,successful,2025-04-23
BL3925430366,34284.39,successful,2024-05-06
BL2505720627,44599.32,successful,2025-05-24
BL3086641589,41037.39,successful,2025-03-06
BL9680653778,24281.19,successful,2024-09-28
BL0122031803,44715.56,failed,2025-01-23
BL3517392828,20952.6,successful,2024-12-29
BL8208369444,11591.77,successful,2025-03-13
BL4499645084,13172.35,successful,2025-01-21
BL5047584012,4114.2,successful,2024-02-12
BL1838673136,10722.97,successful,2024-06-07
BL3275508493,2999.45,successful,2024-02-19
BL2892324675,28069.14,successful,2024-01-19
BL4424853815,11290.65,successful,2025-07-07
BL2181664317,23906.86,successful,2025-11-30
BL4232193840,18106.77,successful,2024-02-28
BL6240296245,34740.86,successful,2025-08-12
BL0809543954,49519.33,successful,2024-05-20
BL2314582061,25158.14,successful,2025-01-13
BL0828331840,13863.38,successful,2025-11-14
BL5836711395,12750.98,pending,2025-05-05
BL9393225945,22984.6,successful,2024-03-16
BL1730247549,4897.18,failed,2025-02-09
BL1016627532,49571.31,successful,2025-05-07
BL9408747741,14263.35,successful,2024-05-28
BL9595608844,19528.41,failed,2025-07-18
BL7028343716,47621.45,successful,2024-01-27
BL5941395051,48710.98,successful,2025-08-07
BL7172641396,43357.7,successful,2025-05-10
BL4813065220,37228.34,failed,2025-03-29
BL3846720380,45766.13,failed,2024-11-10
BL6072915824,14888.3,successful,2024-06-10
BL8586175366,48584.45,successful,2025-12-13
BL9441043575,26734.43,failed,2024-01-06
BL2085650273,13823.54,successful,2025-01-21
BL5832023487,33749.92,successful,2025-05-10
BL2374242933,41221.63,successful,2024-10-22
BL5300829894,4528.1,successful,2024-02-18
BL0785200927,27078.99,successful,2024-03-02
BL7286934830,44798.93,successful,2024-03-07
BL3623876714,2804.66,successful,2024-09-16
BL2526028446,38369.92,successful,2024-06-04
BL2789864220,3568.58,successful,2024-05-19
BL4811161714,28620.88,successful,2025-06-06
BL8388315883,14527.67,pending,2025-09-27
BL6433445776,34295.88,successful,2024-09-30
BL1372110574,20713.1,pending,2025-06-05
BL8207145822,45326.77,successful,2025-07-20
BL7890697377,2874.07,successful,2025-01-18
BL0932529079,6153.82,failed,2025-11-26
BL8475674004,39842.34,successful,2024-03-20
BL2666102730,24648.72,successful,2025-12-29
BL8675304024,14206.76,successful,2024-02-29
BL8945373566,27343.28,successful,2024-07-06
BL5422724660,35214.33,failed,2024-11-06
BL0474531802,22009.42,successful,2025-12-24
BL0159010313,5879.23,failed,2024-03-27
BL2484422166,49857.95,failed,2024-04-21
BL7884866279,4402.69,successful,2025-07-04
BL8785075834,15334.54,successful,2025-11-12
BL2916867365,11229.85,failed,2024-02-09
BL5529535698,14579.3,successful,2025-11-15
BL7686386378,47540.98,successful,2024-11-01
