txnRef,Date,Time,service_type,amount,status
TXN163415970615,2024-05-17,17:36:32,airtime,2371.68,successful
TXN938685061193,2024-12-08,23:47:56,cable,5910.64,successful
TXN774525723886,2025-05-03,13:11:55,airtime,25084.55,successful
TXN349289925203,2025-11-26,02:38:17,data,8649.51,successful
TXN629532270809,2024-08-10,03:24:22,data,20517.71,successful
TXN533838378640,2025-04-28,21:53:33,airtime,18450.06,successful
TXN772600387185,2025-04-14,12:17:23,cable,29486.04,successful
TXN919608250742,2025-08-11,17:51:45,cable,32640.8,successful
TXN761130072532,2025-03-23,07:13:01,airtime,23740.6,successful
TXN795591220664,2024-12-04,04:01:01,data,4938.27,successful
TXN712345837195,2024-07-05,14:15:19,cable,24550.27,successful
TXN472121589799,2024-06-15,08:35:11,data,17432.05,failed
TXN525768563646,2024-07-03,19:25:55,cable,43087.66,failed
TXN140007771385,2024-11-25,04:14:10,airtime,1494.03,successful
TXN014991043182,2025-11-09,01:29:01,cable,17466.94,successful
TXN789787720435,2024-06-22,16:04:31,cable,4742.97,pending
TXN668905728466,2024-06-23,11:09:53,airtime,24275.16,successful
TXN535647120142,2025-10-02,06:21:36,cable,27125.32,successful
TXN128173653052,2024-06-16,11:30:38,airtime,40971.82,successful
TXN622096415270,2025-07-28,22:30:58,airtime,5008.97,successful
TXN003002156231,2024-05-22,03:40:28,data,16845.45,successful
TXN435195694250,2025-10-28,18:30:20,data,23830.85,successful
TXN524011486377,2025-06-07,18:15:39,airtime,22425.31,failed
TXN164093064747,2024-11-19,11:27:09,data,16722.28,pending
TXN409963534687,2024-07-26,06:35:54,airtime,28437.95,successful
TXN103217949747,2024-05-08,14:52:42,data,41892.28,successful
TXN179083056005,2024-06-05,13:43:16,data,41440.11,successful
TXN092674874132,2025-05-13,18:23:04,airtime,23726.54,successful
TXN446599391159,2024-12-06,12:28:02,data,47621.66,successful
TXN889059863673,2024-01-27,09:23:29,cable,38592.72,successful
TXN343236316967,2024-07-04,02:08:07,airtime,10191.49,successful
TXN664165858289,2024-05-27,10:22:09,data,14590.82,successful
TXN909983293953,2024-07-17,07:07:55,data,10243.73,failed
TXN929398974600,2024-09-19,18:15:44,data,12264.46,successful
TXN574709300787,2024-09-05,00:35:35,airtime,16368.66,successful
TXN888227493208,2024-12-08,11:29:59,cable,10875.66,failed
TXN244278504454,2024-09-20,12:26:15,airtime,18039.29,failed
TXN111307618819,2025-08-19,16:19:27,airtime,3021.25,successful
TXN799025703376,2025-02-28,09:57:06,airtime,42216.36,successful
TXN261498442968,2025-11-11,23:11:14,data,10587.22,successful
TXN093924816896,2024-12-08,17:21:45,cable,7960.81,successful
TXN735147915123,2025-11-20,15:21:35,data,25909.26,successful
TXN501614660543,2024-06-22,08:12:40,data,5970.05,successful
TXN246312334898,2025-04-22,09:30:06,data,4419.62,successful
TXN413722254612,2024-01-20,07:41:46,data,24126.1,failed
TXN105221079561,2025-01-13,03:30:50,data,13825.74,successful
TXN184780044041,2024-03-15,23:19:51,electricity,34075.91,successful
TXN837758255401,2025-07-14,01:10:04,electricity,38635.02,successful
TXN673270539184,2025-09-26,11:13:56,data,857.98,successful
TXN378051857028,2025-03-09,05:46:33,cable,6675.47,successful
TXN294009144848,2024-12-18,01:24:36,cable,20811.53,successful
TXN297661604145,2025-02-17,21:27:18,data,39818.13,successful
TXN590208105881,2024-07-24,15:31:28,airtime,2646.51,successful
TXN517677897100,2025-12-17,18:19:41,data,32700.58,successful
TXN705214813212,2024-06-07,05:18:33,cable,24858.12,failed
TXN612855787003,2024-05-31,06:33:34,cable,39012.09,successful
TXN949067702432,2025-09-15,10:21:51,cable,19879.58,failed
TXN017537993671,2025-02-22,23:02:33,data,24038.07,failed
TXN374040597957,2025-07-03,15:15:38,data,5837.84,pending
TXN806297169116,2024-07-29,03:22:55,data,11459.02,successful
TXN017283264009,2024-05-02,23:13:06,airtime,19648.3,successful
TXN564471764865,2025-07-06,19:45:05,cable,16564.81,successful
TXN375085070173,2024-06-25,06:33:14,data,18999.56,failed
TXN953172077356,2024-12-06,09:49:21,electricity,12498.08,successful
TXN293043482877,2025-08-31,05:07:10,data,31856.59,successful
TXN922161502714,2024-07-03,18:45:30,data,18089.98,successful
TXN787826106143,2025-02-15,15:38:18,airtime,24250.37,successful
TXN399652695710,2024-05-28,15:44:46,data,10823.44,successful
TXN970005454535,2024-10-21,09:43:35,airtime,33494.42,successful
TXN395860181655,2025-12-19,20:39:58,airtime,20792.58,successful
TXN527531406297,2025-09-05,06:45:43,airtime,28684.58,successful
TXN539497412377,2024-10-29,16:54:30,data,40004.3,successful
TXN908665152667,2024-02-20,08:40:55,data,197.99,successful
TXN718888556976,2025-07-18,19:58:10,airtime,35218.44,successful
TXN920370846198,2025-02-10,03:26:35,cable,42437.78,successful
TXN954675564456,2025-09-05,16:22:22,airtime,5192.17,pending
TXN100172111843,2025-05-15,22:34:45,cable,44610.21,successful
TXN447572679684,2025-04-23,23:36:19,cable,27469.95,successful
TXN733944110795,2024-11-03,01:21:26,cable,47198.26,pending
TXN306091179155,2025-07-17,12:21:48,airtime,20239.47,successful
TXN991805337179,2024-06-05,22:40:17,electricity,43490.65,successful
TXN047439682900,2024-05-12,21:13:51,airtime,13029.87,failed
TXN836041224881,2025-02-25,20:54:51,airtime,3505.78,successful
TXN152593791661,2025-05-11,19:58:54,data,33590.8,successful
TXN531831855246,2024-05-17,20:34:43,airtime,17600.6,successful
TXN250893905923,2025-10-31,00:24:33,airtime,18702.11,failed
TXN355571510710,2024-10-09,04:40:01,airtime,19819.4,successful
TXN400889772279,2025-10-03,05:26:18,data,9678.62,successful
TXN914905726328,2024-12-22,04:45:20,data,1491.21,successful
TXN350179587771,2025-04-28,06:10:44,airtime,34523.88,successful
TXN840289876935,2025-09-27,01:52:23,airtime,20003.02,successful
TXN939358073239,2024-08-20,20:40:38,airtime,37238.19,successful
TXN123668562656,2025-09-21,15:10:08,airtime,34258.36,successful
TXN837105404273,2024-11-14,03:14:30,airtime,7578.45,failed
TXN576259612789,2024-04-03,20:48:40,cable,29842.35,successful
TXN372889592972,2025-06-28,02:51:41,data,30541.05,failed
TXN529278957783,2024-12-05,01:30:41,data,31986.75,successful
TXN809014587197,2025-07-20,04:59:27,airtime,36921.43,successful
TXN814905605303,2024-01-31,01:04:49,data,40023.78,successful
TXN609597741864,2024-03-24,17:29:19,electricity,5668.98,successful
TXN410964687064,2024-10-10,00:14:04,airtime,6484.71,successful
TXN465120530842,2025-04-09,23:50:24,airtime,137.9,successful
TXN337850284261,2024-10-09,21:40:26,airtime,33687.49,successful
TXN411413927680,2025-02-15,23:37:15,electricity,13323.76,successful
TXN699027770250,2025-12-28,08:57:00,airtime,41784.18,successful
TXN003350416761,2025-05-03,16:58:41,cable,46843.34,successful
TXN297120810482,2025-09-12,22:45:53,cable,43721.33,successful
TXN888636414177,2024-04-10,08:58:09,airtime,9808.91,successful
TXN267631814060,2025-09-21,21:36:31,airtime,1818.96,successful
TXN934594073012,2024-09-09,14:55:11,data,47441.61,failed
TXN434496106485,2024-12-14,05:06:13,airtime,32326.86,successful
TXN890292025285,2024-11-12,20:25:24,airtime,25872.28,successful
TXN259261612685,2025-06-12,01:46:35,airtime,32995.31,successful
TXN483222449993,2025-04-19,01:40:07,airtime,843.86,successful
TXN275144987331,2025-06-24,18:19:02,cable,42590.16,successful
TXN493288488329,2025-12-02,06:45:15,data,18919.2,successful
TXN625124414611,2025-12-06,13:23:20,airtime,6267.2,successful
TXN604514894471,2025-02-19,19:44:04,data,40214.14,successful
TXN956954670006,2024-12-19,04:15:58,electricity,4059.52,successful
TXN934873228437,2025-12-20,05:22:48,cable,39265.28,successful
TXN979310870693,2025-12-01,06:14:53,airtime,44333.95,successful
TXN133353825616,2024-02-19,08:18:07,electricity,4526.09,successful
TXN437237436149,2025-10-08,18:12:36,electricity,47931.92,successful
TXN381770694901,2024-01-17,12:08:27,data,36643.77,failed
TXN565589141551,2024-03-14,15:59:14,data,41715.3,successful
TXN017591651239,2024-10-22,23:25:31,airtime,40817.83,successful
TXN854274730505,2024-12-09,14:43:15,cable,31576.22,failed
TXN861193913829,2025-02-04,10:41:41,airtime,28721.86,successful
TXN224456975553,2025-02-28,13:30:47,data,40021.8,successful
TXN616438729386,2025-06-19,05:19:55,airtime,17975.79,successful
TXN485214960331,2025-05-24,03:52:18,data,49462.85,successful
TXN841513662657,2025-07-19,05:35:09,cable,42023.76,pending
TXN147643767491,2025-11-12,20:44:22,cable,41819.25,failed
TXN396487441527,2024-11-07,19:12:22,electricity,15198.78,failed
TXN679721011211,2025-12-27,00:09:15,airtime,36413.68,successful
TXN737698485965,2024-09-05,13:41:44,airtime,28007.36,successful
TXN616322727284,2024-02-15,21:49:38,airtime,26790.89,failed
TXN667081362665,2024-03-07,09:43:14,data,29914.11,successful
TXN933973633747,2025-09-12,19:15:34,cable,26231.83,failed
TXN119918962993,2024-07-23,01:53:59,electricity,46007.8,failed
TXN548531499055,2025-04-08,16:24:31,electricity,4890.5,successful
TXN109808226503,2025-04-29,10:27:55,data,47093.79,successful
TXN184712853231,2025-04-09,18:24:08,data,14486.73,successful
TXN629991481680,2024-01-30,10:01:18,airtime,27535.46,successful
TXN501538824798,2024-09-28,22:56:58,data,44475.91,successful
TXN237954690063,2025-11-04,07:06:52,data,11718.55,failed
TXN863063094806,2024-12-16,08:25:55,data,42952.57,successful
TXN130564870413,2024-11-25,04:54:45,data,40790.35,failed
TXN982705068885,2024-09-19,12:33:40,data,2914.65,successful
TXN570589656144,2025-06-13,11:52:19,airtime,9311.63,successful
TXN778574427850,2025-03-23,23:11:32,airtime,24295.03,successful
TXN857189224103,2025-12-03,02:10:20,cable,31154.63,pending
TXN105611472958,2024-02-26,10:01:12,data,12770.53,successful
TXN766393647269,2025-09-27,01:08:59,data,18713.99,successful
TXN549224167294,2024-01-20,17:16:25,data,8765.9,successful
TXN798076323057,2024-04-07,03:30:03,airtime,26539.26,successful
TXN766124191730,2024-08-24,20:19:46,airtime,29766.66,successful
TXN689005341847,2024-02-18,19:47:37,electricity,3155.65,successful
TXN628758312224,2024-05-30,14:34:57,data,26880.43,successful
TXN942525544249,2025-04-19,21:47:59,data,40619.35,successful
TXN819896299707,2025-11-22,06:16:26,data,46159.46,successful
TXN476902822786,2024-10-09,06:13:46,cable,21338.99,successful
TXN768381135586,2025-12-18,05:09:14,data,33344.71,successful
TXN516848018718,2025-10-19,08:07:03,cable,40526.25,successful
TXN197099588591,2025-02-18,14:28:39,data,37738.22,successful
TXN157759084921,2024-12-10,03:42:36,airtime,26792.29,failed
TXN479739983170,2025-01-03,22:20:46,airtime,10986.33,successful
TXN276039320625,2025-01-28,05:22:00,electricity,23195.94,successful
TXN371363028571,2025-03-30,06:21:41,data,46310.17,successful
TXN250766639137,2025-08-05,15:03:42,electricity,41096.45,successful
TXN594070927181,2025-04-18,00:23:10,airtime,49232.81,failed
TXN481351362419,2024-03-01,04:59:37,data,35510.87,successful
TXN409284791084,2025-12-20,06:45:10,data,39254.12,successful
TXN890967362340,2025-10-20,00:24:37,data,6479.68,successful
TXN464883098382,2025-03-31,10:36:03,cable,23134.66,successful
TXN763074087303,2025-07-29,14:25:07,airtime,30949.91,successful
TXN208253604016,2025-11-09,22:07:06,cable,49748.62,pending
TXN431717703352,2024-12-16,08:13:23,airtime,37174.08,successful
TXN363351309609,2024-07-20,09:45:38,airtime,42791.67,successful
TXN643732740290,2025-08-07,14:12:42,cable,49752.7,successful
TXN104592559672,2024-03-22,06:55:24,data,44812.45,successful
TXN191862437054,2024-03-08,07:40:58,data,22395.96,successful
TXN119515070079,2024-04-11,22:13:08,data,18304.12,successful
TXN509162517236,2025-02-24,01:13:28,data,8478.33,successful
TXN851273609521,2024-05-21,23:15:26,airtime,48924.96,failed
TXN544070436280,2024-12-06,07:29:01,airtime,5424.25,successful
TXN880307536612,2024-12-25,02:50:15,airtime,36359.95,successful
TXN133720065728,2025-01-04,07:09:29,cable,18095.15,successful
TXN412522527610,2025-08-28,12:04:04,airtime,32449.47,successful
TXN038041423941,2024-01-15,10:18:28,airtime,15116.51,failed
TXN608454719848,2025-02-19,23:36:48,airtime,23054.06,successful
TXN612680532853,2024-10-27,01:08:26,airtime,26490.5,successful
TXN615320631159,2024-01-08,11:51:25,airtime,7107.97,failed
TXN510319890235,2025-01-20,15:23:14,data,24802.41,successful
TXN058742000029,2024-04-12,09:32:33,data,34671.67,successful
TXN168808216617,2024-06-11,12:00:24,airtime,4574.95,successful
TXN249951291911,2024-09-17,15:13:27,airtime,28039.22,successful
TXN298774273754,2024-06-12,22:52:54,airtime,23438.17,successful
TXN296201731019,2024-09-03,07:55:24,data,29737.83,failed
TXN683462115992,2025-05-08,05:27:25,cable,34247.45,successful
TXN427653106451,2024-06-08,17:15:13,airtime,17900.87,successful
TXN903970051552,2025-12-26,12:55:25,cable,41351.41,successful
TXN328731220142,2025-01-09,17:54:12,data,23158.52,successful
TXN434227889862,2025-05-24,06:28:09,cable,43688.54,failed
TXN562802786532,2025-12-11,01:23:29,data,4816.97,successful
TXN242770204353,2025-07-08,18:04:58,data,2077.42,successful
TXN790512568266,2025-07-04,21:14:17,airtime,3188.0,successful
TXN492260104741,2025-03-16,11:59:00,airtime,14568.75,successful
TXN967870270688,2024-12-22,10:18:05,airtime,36117.46,successful
TXN882377885184,2024-01-22,12:37:17,cable,49341.11,successful
TXN003451853151,2024-08-21,08:50:36,cable,1434.57,successful
TXN045658645910,2025-02-24,15:23:39,cable,26177.9,pending
TXN019716861591,2025-04-15,19:15:30,airtime,13249.3,successful
TXN445872871263,2025-08-12,04:02:47,airtime,24365.02,pending
TXN542027656586,2024-09-03,21:06:50,cable,16397.13,successful
TXN511874119741,2024-03-28,00:14:25,cable,17430.66,successful
TXN530265742590,2025-03-26,16:58:38,airtime,43056.6,successful
TXN595785577351,2025-11-13,02:14:01,airtime,37758.65,failed
TXN569610897364,2024-06-30,23:01:24,airtime,22324.67,successful
TXN476632543007,2024-10-22,22:36:10,data,41338.27,successful
TXN131970961810,2025-06-26,16:01:02,cable,41072.08,failed
TXN263601456605,2024-09-17,05:55:58,airtime,44428.08,successful
TXN506656801427,2025-01-03,10:52:19,data,6390.87,successful
TXN763725825702,2024-04-07,00:49:14,airtime,41837.83,successful
TXN671747366587,2025-11-02,18:49:36,airtime,43435.76,successful
TXN645282506424,2025-09-09,04:22:26,data,49616.76,failed
TXN611263210056,2024-01-09,07:05:11,cable,31564.89,successful
TXN734077370291,2024-08-31,02:55:26,cable,14570.29,successful
TXN710139068776,2024-03-02,22:41:11,data,38611.01,successful
TXN215993164185,2024-12-31,10:31:12,data,8948.81,successful
TXN691909203536,2025-02-26,17:27:07,electricity,48534.06,successful
TXN652372324756,2025-04-12,17:18:03,electricity,2771.95,successful
TXN897200421402,2024-10-31,09:28:15,cable,20726.2,successful
TXN535255538555,2025-02-15,01:07:38,cable,42044.84,successful
TXN833319629424,2025-02-20,22:38:00,airtime,40099.11,failed
TXN336685354983,2025-12-05,23:55:26,cable,35633.43,successful
TXN216919366060,2024-05-11,19:07:15,airtime,9844.76,successful
TXN793182509303,2025-11-22,01:18:49,data,310.87,successful
TXN692967239598,2024-02-11,09:45:26,cable,48936.34,successful
TXN177854088259,2025-03-31,07:34:44,airtime,33242.6,successful
TXN156071679193,2024-12-07,17:06:28,data,19189.8,successful
TXN334407653726,2024-10-14,20:23:55,airtime,48871.55,successful
TXN116325678361,2025-07-31,14:38:58,data,6280.65,successful
TXN617652168441,2024-10-03,22:35:55,airtime,9964.34,successful
TXN217818381731,2024-08-04,23:27:17,data,13970.9,successful
TXN171553393170,2025-01-05,15:53:31,data,995.12,successful
TXN166173738353,2025-02-04,05:05:33,airtime,34456.12,failed
TXN079608999974,2024-01-27,21:37:02,electricity,19500.08,successful
TXN333435239891,2024-08-25,09:33:30,airtime,45973.45,successful
TXN962604183613,2025-09-12,00:50:50,airtime,759.08,successful
TXN346304022291,2024-07-03,22:13:32,cable,35047.35,successful
TXN718165647088,2024-01-26,10:35:13,airtime,22977.74,successful
TXN915845103232,2025-06-30,15:49:04,electricity,35407.98,successful
TXN281329368291,2025-05-12,04:24:53,electricity,21907.35,successful
TXN767493262723,2024-04-13,11:50:43,data,48379.2,failed
TXN385132103390,2025-04-11,23:57:22,airtime,6945.97,successful
TXN317979585853,2025-02-28,22:00:24,data,48280.35,successful
TXN671868576469,2025-02-03,10:28:24,data,6635.02,successful
TXN035706630331,2024-02-16,17:28:20,airtime,8407.02,successful
TXN891991052343,2025-05-23,16:54:23,cable,44493.81,failed
TXN036913279337,2024-12-27,19:50:50,airtime,33721.8,successful
TXN053292410499,2025-08-18,18:53:35,data,19186.39,successful
TXN025034221160,2025-05-21,01:36:33,cable,6364.26,successful
TXN627985844037,2024-05-24,23:48:16,airtime,41154.42,pending
TXN641413513201,2024-04-21,18:22:10,airtime,28573.01,failed
TXN858707485550,2025-10-24,09:40:04,airtime,41006.05,successful
TXN744248638652,2025-10-05,02:45:22,data,3890.38,successful
TXN583474423398,2024-11-02,17:30:48,data,36385.38,pending
TXN739371328823,2024-02-23,13:05:28,airtime,46243.14,successful
TXN216900909597,2024-06-16,17:41:28,electricity,576.26,failed
TXN754868775413,2025-06-06,01:51:02,data,35620.86,failed
TXN612610004066,2024-11-04,16:59:41,cable,30399.53,successful
TXN993071029808,2024-07-31,18:12:49,data,3816.3,successful
TXN920570561457,2025-02-23,17:57:20,airtime,32253.09,successful
TXN256378630361,2025-02-12,15:58:40,data,38396.07,successful
TXN011700281877,2024-06-28,21:54:09,data,5470.89,successful
TXN396667323569,2024-08-20,14:02:17,airtime,26060.79,successful
TXN510013900896,2024-11-13,09:24:21,electricity,4506.33,successful
TXN640592805152,2025-06-02,11:09:29,cable,44618.83,successful
TXN881764838146,2024-10-03,07:38:11,data,24441.01,successful
TXN013041357507,2025-12-23,06:44:32,airtime,27873.6,pending
TXN171582739952,2025-05-01,08:22:18,data,14787.44,successful
TXN338700394204,2024-10-26,00:16:15,data,21459.93,failed
TXN394438041686,2025-02-26,11:45:33,airtime,45179.65,successful
TXN924296788273,2025-10-25,05:13:57,airtime,5694.39,failed
TXN341833550781,2025-10-26,16:14:27,cable,3289.05,failed
TXN662658278085,2025-10-24,22:50:30,data,27473.37,successful
TXN263519345951,2024-03-31,05:38:37,electricity,36218.18,successful
TXN887253640639,2025-05-30,01:41:17,airtime,28197.33,failed
TXN149650508258,2024-03-01,07:06:54,data,31925.49,successful
TXN414638531138,2024-07-27,20:17:13,data,10682.5,failed
TXN975086422937,2025-05-22,15:56:10,airtime,186.0,successful
TXN536784678468,2025-08-09,19:27:30,airtime,4172.82,successful
TXN104638098066,2025-05-09,21:16:51,electricity,39932.5,pending
TXN720600665343,2025-07-22,14:32:39,cable,33235.89,successful
TXN951245162694,2025-01-18,10:53:59,electricity,22826.1,successful
TXN780145500433,2024-03-14,23:21:30,electricity,35841.0,successful
TXN787188258483,2024-05-23,00:42:13,data,41963.83,successful
TXN682310083634,2024-02-13,04:50:50,airtime,9568.66,pending
TXN900928204103,2024-08-22,21:41:47,airtime,19619.53,successful
TXN770635222536,2025-03-04,13:46:47,cable,10385.21,successful
TXN975740451882,2025-12-29,06:09:04,airtime,32254.69,successful
TXN531090664888,2025-07-10,07:41:33,cable,22397.44,successful
TXN533826968762,2024-03-17,21:51:37,data,21049.23,failed
TXN873733068305,2025-05-13,14:44:49,data,27789.52,successful
TXN278354978078,2025-01-18,03:27:42,cable,22716.24,failed
TXN259172913478,2024-03-11,22:03:06,airtime,32036.4,successful
TXN145703430590,2025-08-16,05:31:16,airtime,37854.7,successful
TXN505398870105,2024-05-02,06:39:45,cable,500.94,successful
TXN201851792770,2025-10-16,16:01:12,cable,31645.03,successful
TXN509770162489,2025-02-22,03:56:00,cable,18403.18,successful
TXN919114129429,2024-09-29,00:43:26,data,35772.02,successful
TXN399073469367,2024-05-24,03:37:46,data,24796.56,successful
TXN059873389526,2025-09-08,02:47:43,data,26639.24,successful
TXN840202584800,2024-03-14,06:32:03,airtime,32834.37,failed
TXN136158400447,2024-11-13,02:16:33,cable,22917.93,successful
TXN594540300276,2024-01-02,17:24:25,airtime,36719.75,successful
TXN715655233371,2024-05-23,03:53:03,airtime,21851.95,successful
TXN586273306017,2025-07-09,05:41:33,airtime,43583.34,failed
TXN469511242278,2025-03-19,09:23:24,airtime,19359.67,successful
TXN196608974573,2024-08-22,17:18:13,data,29988.83,successful
TXN351866185821,2024-06-12,10:38:20,data,25427.75,successful
TXN824381751772,2024-12-07,01:10:11,cable,36230.06,successful
TXN916370003103,2025-11-19,14:00:57,data,9709.13,successful
TXN657608279664,2024-09-21,13:37:22,data,4721.19,successful
TXN787982257815,2024-09-25,19:52:53,airtime,42578.04,successful
TXN513975525910,2025-04-18,11:09:06,electricity,31448.38,successful
TXN110355752766,2024-05-28,06:15:14,cable,15122.36,successful
TXN622985197960,2025-11-13,13:35:36,airtime,10143.39,successful
TXN849602270719,2025-07-18,00:50:17,airtime,3050.1,successful
TXN070633323239,2024-07-18,03:55:45,data,12421.57,successful
TXN644680749197,2025-09-19,23:10:33,airtime,35354.79,failed
TXN279416187432,2024-05-08,07:45:00,data,43876.45,successful
TXN780704853550,2024-09-14,08:46:29,cable,37900.57,successful
TXN568432546827,2025-06-07,14:08:40,electricity,30355.83,successful
TXN583324120088,2024-09-25,15:06:18,data,33145.07,successful
TXN831958608007,2025-03-24,16:21:41,data,22148.68,successful
TXN798839564352,2024-01-16,13:07:24,data,12146.31,successful
TXN851734856064,2025-07-15,17:14:12,data,45223.71,failed
TXN319669352421,2025-05-06,09:59:29,airtime,47315.54,successful
TXN385157976921,2024-07-23,00:20:52,data,8161.55,successful
TXN577753771907,2024-01-09,07:14:33,airtime,21714.82,successful
TXN001353647707,2025-01-07,21:16:10,airtime,15704.47,successful
TXN791563273883,2025-04-26,14:27:40,cable,1078.07,successful
TXN241297021860,2024-10-14,11:14:57,data,4894.35,successful
TXN201803154455,2025-10-01,07:24:51,airtime,18761.36,successful
TXN856142454585,2024-10-17,20:23:24,data,6202.96,pending
TXN844865580206,2025-01-29,12:01:45,data,17648.84,failed
TXN598027584468,2024-01-05,12:31:43,data,43131.61,pending
TXN040519200894,2025-12-27,09:36:15,data,15085.03,successful
TXN789034690478,2024-09-22,09:31:01,data,30951.45,successful
TXN174105511295,2024-08-03,15:34:49,airtime,49029.05,successful
TXN506924360067,2024-11-11,11:22:02,data,5764.2,successful
TXN230299678597,2024-10-27,23:52:05,cable,3690.83,successful
TXN165641449069,2024-11-27,21:03:31,electricity,32597.65,successful
TXN569961007320,2025-06-11,01:43:41,cable,24283.46,successful
TXN771869672936,2025-11-05,03:01:41,data,30783.29,failed
TXN481581030952,2024-05-09,13:08:01,data,25843.48,successful
TXN272592002539,2025-12-28,23:30:24,airtime,28991.59,successful
TXN995378628231,2024-05-06,07:59:34,airtime,3108.57,successful
TXN883613375033,2025-05-05,01:08:36,airtime,3380.87,successful
TXN305895398866,2024-01-09,16:34:29,airtime,10102.35,successful
TXN885801191632,2025-06-03,09:31:48,cable,49897.51,successful
TXN449559364510,2024-08-14,08:27:47,airtime,32170.96,failed
TXN272365744000,2025-03-02,21:04:57,airtime,26038.98,failed
TXN417444053241,2024-02-14,05:24:09,data,33139.08,successful
TXN492509004878,2024-08-15,06:45:00,airtime,41697.79,successful
TXN555177198151,2025-09-18,00:15:41,data,7857.27,successful
TXN464667073780,2024-10-21,00:16:06,electricity,18381.81,successful
TXN795383062892,2025-08-21,03:54:14,airtime,11969.1,successful
TXN975063468666,2024-04-02,09:38:21,airtime,5909.81,successful
TXN885150813441,2024-01-24,08:50:24,airtime,30973.82,successful
TXN897001555590,2024-11-12,03:37:04,data,7048.84,failed
TXN863370636183,2024-03-29,17:37:50,electricity,21824.95,successful
TXN786448358276,2024-06-29,04:02:13,cable,33054.53,successful
TXN276618427044,2025-06-27,14:09:32,airtime,19003.06,successful
TXN308300794772,2025-01-02,00:02:36,cable,1368.03,successful
TXN306002990865,2025-08-18,06:37:26,cable,2948.21,successful
TXN019305730012,2025-02-06,22:16:38,data,30603.77,successful
TXN725474925062,2024-05-05,10:00:42,data,36170.32,successful
TXN133919990414,2025-07-28,20:19:08,airtime,31546.88,successful
TXN710377295623,2024-05-15,19:26:29,electricity,2687.61,successful
TXN257193422113,2025-09-21,02:56:36,cable,21765.63,successful
TXN621821075878,2025-09-03,13:34:43,airtime,30870.72,successful
TXN430832662478,2025-09-15,20:18:02,data,22028.17,successful
TXN009110645795,2025-08-12,22:39:45,cable,46702.87,successful
TXN865986401981,2024-08-22,11:46:11,data,42085.8,successful
TXN288674691177,2024-05-11,13:26:31,airtime,13328.05,failed
TXN614839143304,2024-05-12,14:55:33,cable,9139.83,successful
TXN941053892866,2024-03-29,16:51:27,airtime,7148.05,successful
TXN695997539843,2024-11-15,10:25:11,electricity,28657.35,failed
TXN867125526101,2025-03-11,19:54:14,data,7347.53,successful
TXN260146450486,2024-01-27,04:25:07,cable,3343.81,successful
TXN427038601901,2025-05-26,15:46:45,electricity,23452.93,failed
TXN648156741588,2025-05-22,05:34:37,data,211.92,successful
TXN813504527007,2025-08-04,00:06:18,data,3868.56,successful
TXN369382012104,2025-09-26,23:31:21,electricity,17629.95,successful
TXN733646466676,2025-02-21,14:44:54,airtime,23533.27,successful
TXN896832841088,2025-11-05,13:18:48,data,6271.2,successful
TXN833105985549,2024-07-31,23:13:03,airtime,27910.43,successful
TXN566589718207,2024-12-14,15:21:56,airtime,45798.89,successful
TXN239464318379,2024-05-16,16:14:55,data,40835.32,successful
TXN061259944032,2025-10-20,05:22:11,airtime,557.87,successful
TXN703656176382,2024-06-06,21:39:59,airtime,11468.65,successful
TXN706860396602,2025-11-26,06:37:15,data,4600.26,failed
TXN978832106663,2025-04-17,12:49:19,data,49122.88,failed
TXN751397867724,2024-11-26,02:25:32,data,24483.86,successful
TXN200650272395,2024-11-24,09:47:22,cable,34828.64,successful
TXN513679768852,2024-09-01,15:50:28,data,45181.62,failed
TXN089947129408,2024-09-30,19:39:32,airtime,25708.58,successful
TXN370207660814,2024-06-02,11:06:31,electricity,46883.65,successful
TXN959091505749,2025-06-13,16:30:20,airtime,864.69,failed
TXN005092698412,2024-10-20,09:34:15,electricity,23685.17,successful
TXN672999638045,2024-06-20,20:15:43,data,24175.94,successful
TXN855204073581,2025-11-23,13:26:23,airtime,4126.0,successful
TXN458068079789,2024-02-07,16:02:10,data,8015.31,successful
TXN747712852470,2024-02-19,08:58:00,data,24908.56,successful
TXN074450809048,2024-08-08,06:24:12,airtime,8389.2,successful
TXN757477268801,2024-03-22,08:15:11,data,36752.45,successful
TXN316921047644,2024-06-06,08:38:58,data,40830.98,failed
TXN377111466923,2025-03-03,13:54:07,electricity,37755.96,successful
TXN931509230865,2024-07-20,08:26:52,data,7997.99,successful
TXN926686440573,2025-08-21,15:58:22,cable,30141.58,failed
TXN440214572363,2025-11-16,10:08:54,cable,120.25,successful
TXN943341226470,2025-11-04,19:06:22,airtime,47041.57,successful
TXN891499027004,2024-06-17,07:18:28,airtime,32160.28,successful
TXN294733195595,2025-06-23,15:33:38,airtime,14240.31,successful
TXN982179460588,2025-11-18,23:28:53,airtime,4935.3,successful
TXN208749723777,2025-04-25,06:32:15,airtime,25120.47,failed
TXN357747518288,2025-07-20,12:03:56,airtime,41241.55,successful
TXN993408958761,2025-08-05,06:12:00,airtime,3819.64,successful
TXN500136845556,2025-06-19,03:32:21,airtime,10223.19,successful
TXN791657479615,2025-06-05,03:26:23,cable,42499.05,successful
TXN120026426948,2025-03-14,19:56:50,electricity,38665.38,successful
TXN586556431941,2024-02-01,16:36:06,airtime,21105.2,successful
